,Geography,Geographic_Area_Name,Total,Total_Male,Total_Male_Under_5_years,Total_Male_5_to_9_years,Total_Male_10_to_14_years,Total_Male_15_to_17_years,Total_Male_18_and_19_years,Total_Male_20_years,Total_Male_21_years,Total_Male_22_to_24_years,Total_Male_25_to_29_years,Total_Male_30_to_34_years,Total_Male_35_to_39_years,Total_Male_40_to_44_years,Total_Male_45_to_49_years,Total_Male_50_to_54_years,Total_Male_55_to_59_years,Total_Male_60_and_61_years,Total_Male_62_to_64_years,Total_Male_65_and_66_years,Total_Male_67_to_69_years,Total_Male_70_to_74_years,Total_Male_75_to_79_years,Total_Male_80_to_84_years,Total_Male_85_years_and_over,Total_Female,Total_Female_Under_5_years,Total_Female_5_to_9_years,Total_Female_10_to_14_years,Total_Female_15_to_17_years,Total_Female_18_and_19_years,Total_Female_20_years,Total_Female_21_years,Total_Female_22_to_24_years,Total_Female_25_to_29_years,Total_Female_30_to_34_years,Total_Female_35_to_39_years,Total_Female_40_to_44_years,Total_Female_45_to_49_years,Total_Female_50_to_54_years,Total_Female_55_to_59_years,Total_Female_60_and_61_years,Total_Female_62_to_64_years,Total_Female_65_and_66_years,Total_Female_67_to_69_years,Total_Female_70_to_74_years,Total_Female_75_to_79_years,Total_Female_80_to_84_years,Total_Female_85_years_and_over
491,0500000US37023,"Burke County, North Carolina",90485,44946,2150,2184,2681,1311,1067,987,889,1250,2860,2435,2386,2880,3675,3404,3990,856,1808,1396,1340,2035,1514,786,1062,45539,2123,1720,2797,1662,793,85,429,1180,2689,2671,3573,1857,3283,3073,3834,1002,2192,1279,1584,2686,2555,1233,1239
492,0500000US37025,"Cabarrus County, North Carolina",216453,106409,7578,7839,8556,5251,2800,700,2903,2844,6855,7084,6652,7231,8992,6264,6550,1742,3244,1968,2307,3901,2414,1528,1206,110044,6011,6377,8986,4392,3974,1397,957,2933,6182,9069,8279,5940,8039,7781,6851,2480,3201,2471,1946,5902,2356,1704,2816
493,0500000US37027,"Caldwell County, North Carolina",82178,39248,1931,2173,2484,1526,1104,341,512,1352,2404,2254,2138,1969,2804,3414,2812,1102,1655,1269,1711,1508,1682,481,622,42930,1961,2616,1403,2243,1392,124,469,1205,2804,2059,1802,2223,3769,2898,3165,1463,2337,1604,1240,2199,1816,797,1341
494,0500000US37031,"Carteret County, North Carolina",69473,33185,1620,1535,1345,1225,1026,263,507,856,1582,1453,1446,1899,2096,2411,2426,1289,1977,1346,1393,2204,1624,1054,608,36288,1117,1791,1958,1186,1054,751,343,442,1478,1808,2208,1745,2024,2673,2592,1369,2112,1675,1905,2297,1354,1202,1204
495,0500000US37035,"Catawba County, North Carolina",159551,79071,4200,5034,5987,3679,1629,660,1550,2845,5057,5151,4120,4623,5183,5604,5948,1790,2884,1959,1934,4180,2259,1502,1293,80480,3745,3768,5208,3299,2220,999,767,2794,5281,4211,4632,4619,5847,5322,6374,2336,2877,2758,2409,4393,2959,1508,2154
496,0500000US37037,"Chatham County, North Carolina",74470,34964,2094,1702,2527,1496,929,1004,89,811,1153,2061,1237,2089,2328,2060,2339,1170,1177,1440,1817,2080,1589,932,840,39506,2153,1866,1742,1230,429,163,459,734,2440,2565,1951,2066,2897,2573,2901,802,2325,1501,1068,3207,1463,1382,1589
497,0500000US37045,"Cleveland County, North Carolina",97947,46744,2784,3051,3266,1470,1128,978,1847,1512,2025,2424,2865,3219,2635,2878,3701,1453,1330,1231,1107,2719,1459,948,714,51203,2403,3711,2594,2165,1116,855,538,2289,2710,3189,3345,2281,2883,3523,4229,1192,1751,1095,1670,3339,1711,1368,1246
498,0500000US37049,"Craven County, North Carolina",102139,50298,3218,3627,2531,819,1683,977,1245,4226,3600,2783,3209,2139,2583,2616,2898,1089,1823,736,3059,1931,1702,756,1048,51841,3253,2693,3342,2270,543,936,812,2085,4004,3266,2508,2584,3230,2594,3386,687,2758,1072,2142,3672,1740,1252,1012
499,0500000US37051,"Cumberland County, North Carolina",335509,165605,12705,12208,10274,6133,5846,3568,4339,12267,17464,12040,9586,9723,7941,8215,8734,3151,4431,2914,3414,4700,2789,2146,1017,169904,12433,10866,11823,6597,4716,1510,2926,8687,14609,12764,11176,9783,9188,9446,10005,4749,4958,3100,4376,5867,4955,2691,2679
500,0500000US37057,"Davidson County, North Carolina",167609,80848,4213,4866,5366,2973,1541,651,381,3678,5244,4487,3896,4051,6577,6461,7085,1543,3969,2428,1988,4267,2135,1908,1140,86761,4835,4869,5519,3063,1444,1616,493,1976,4490,6356,4896,4104,5666,7168,6374,3287,3104,2588,2903,4214,3608,2476,1712
501,0500000US37063,"Durham County, North Carolina",321488,154381,10198,10216,8260,5666,3650,2519,3213,6353,14205,14268,13460,8860,9464,8770,6902,3514,5876,2907,3522,6142,3317,1662,1437,167107,10014,8930,8081,4670,5035,1550,3433,6453,15453,14959,13156,10492,10061,9287,9876,4392,5522,3726,5851,6037,4134,2824,3171
502,0500000US37067,"Forsyth County, North Carolina",382295,181315,11433,13178,11978,7714,5312,3114,1436,8017,12558,11575,10883,10764,11670,11817,12920,5053,5854,3796,4619,7441,5111,2825,2247,200980,10825,11827,12547,7334,6332,4537,3146,5131,13717,13045,11950,12427,12708,12363,15046,5531,6959,4717,5749,9715,6456,4425,4493
503,0500000US37069,"Franklin County, North Carolina",69685,34603,1381,1889,2714,1758,2045,764,195,727,1289,2503,2196,2677,2269,1862,2858,1348,897,705,1209,1116,1188,638,375,35082,1570,2737,2754,492,1039,466,287,259,2001,2510,2511,1573,2734,2447,2540,635,1962,1472,970,1432,789,1160,742
504,0500000US37071,"Gaston County, North Carolina",224529,108762,7025,6649,7765,4735,2698,1515,1197,3177,8209,7351,6838,6111,7743,7646,6591,3419,4085,2522,3889,4094,2311,2029,1163,115767,6305,6878,6687,3809,2572,778,1037,4557,7474,7737,7403,7379,8768,7557,7382,3513,4194,2706,4444,5184,4389,2549,2465
505,0500000US37081,"Guilford County, North Carolina",537174,254069,16050,16650,17410,10540,9102,3440,4894,10048,18878,16567,13770,16626,16992,15973,17905,6409,7673,5073,6113,10115,6435,4272,3134,283105,15399,12914,20011,9920,14130,3751,3227,10371,19924,18915,17697,16830,18484,17923,17928,7741,10150,6504,8355,12018,8144,5681,7088
506,0500000US37085,"Harnett County, North Carolina",135976,66829,4750,5151,4021,3662,2315,1185,559,2767,4642,5382,4007,4249,4787,4485,4023,1040,2424,1279,1231,2114,1760,644,352,69147,4556,4271,5850,2725,3127,643,425,2173,5169,5084,5335,3525,4386,4223,4255,1637,2008,1047,1759,2958,1890,1078,1023
507,0500000US37089,"Henderson County, North Carolina",117417,56581,2449,3528,3000,2386,1021,416,209,2130,2846,2922,3599,3457,3576,3405,3223,2163,2583,1584,2455,3565,2528,1901,1635,60836,3102,2960,2725,1911,818,153,282,1714,3469,3058,3401,3059,4330,3944,4122,1882,2649,2347,3284,4083,3087,2145,2311
508,0500000US37097,"Iredell County, North Carolina",181806,90791,4777,6710,5912,4969,2180,1655,534,3190,5385,5340,5777,5308,6902,6623,7049,3059,2898,2174,2387,3527,2160,1414,861,91015,4454,5119,5973,3123,2340,1821,1026,1902,5629,5169,5977,5894,6716,6938,6514,2435,3954,1672,3000,4358,3133,2101,1767
509,0500000US37101,"Johnston County, North Carolina",209339,102687,6449,6816,8536,5042,3722,1486,778,2980,5859,6076,7182,7282,7444,7592,7507,3098,2999,1760,2153,3364,2538,1137,887,106652,6773,6726,8047,4345,3605,940,838,3359,5511,7082,6888,7804,8188,7234,7056,2843,3589,1295,2206,6410,3131,1496,1286
510,0500000US37109,"Lincoln County, North Carolina",86111,42612,3024,1969,3027,1768,961,560,477,1130,2130,2527,2641,2538,3153,3593,3709,1026,1564,791,1414,2025,1047,1158,380,43499,2016,2620,2005,1701,722,0,742,1284,2973,2092,2242,2756,3159,3405,4286,1243,2001,1265,1699,2151,1245,800,1092
511,0500000US37119,"Mecklenburg County, North Carolina",1110356,533271,37536,33486,38474,21232,14000,5921,4647,23978,48326,45213,38406,40181,36661,33781,30299,12431,15297,8469,10642,15450,7720,5233,5888,577085,35533,31950,38853,21084,15031,7374,6417,22726,50433,46945,43009,41550,40439,36646,35115,13926,16164,10579,14801,18640,12757,8393,8720
512,0500000US37125,"Moore County, North Carolina",100880,48802,3169,2829,3059,1980,1258,605,122,1815,2539,3520,2833,3190,2099,2812,3157,1033,1998,1170,1680,3115,2247,1578,994,52078,3054,2721,2741,1753,680,646,109,816,2851,3975,2545,2795,3065,3423,3275,1761,2013,2221,1772,3122,3373,1286,2081
513,0500000US37127,"Nash County, North Carolina",94298,46116,3029,2554,3302,2109,1003,521,1079,2195,2553,2285,2554,3020,2670,2903,3329,1130,2233,1337,1048,2918,1195,435,714,48182,2245,2756,2914,1623,1233,455,330,1760,3261,3132,1877,3231,2658,3206,3831,1716,1823,1273,1550,3048,2047,1481,732
514,0500000US37129,"New Hanover County, North Carolina",234473,109696,4926,6155,6685,3298,3324,2087,3460,4755,7658,7496,7030,7154,7268,6530,6691,3091,3699,2019,4614,4685,3402,1845,1824,124777,5804,5339,6447,4051,4751,2290,1960,6854,8679,7435,6526,9350,6694,8111,7636,4316,4491,3476,3763,7000,4123,2741,2940
515,0500000US37133,"Onslow County, North Carolina",197938,110149,7484,6205,9045,3644,7155,5460,5935,12155,11126,7977,5298,4931,4312,3534,4186,1565,1914,1525,1244,2051,1640,615,1148,87789,7010,6502,4999,3421,2060,816,1500,5871,8267,7299,6652,4917,5191,3855,4329,1765,2822,1038,2569,2893,1108,1200,1705
516,0500000US37135,"Orange County, North Carolina",148476,70313,2912,4740,3504,2968,4479,1752,2125,3297,5384,3812,3862,4451,4364,4610,4333,1095,2529,1663,1623,3836,1478,801,695,78163,2932,4212,4900,2383,4479,2809,3027,4315,5589,4408,4714,3627,5032,4453,4554,1881,3017,1810,2126,3526,1534,1198,1637
517,0500000US37147,"Pitt County, North Carolina",180742,83151,4170,4971,6013,3118,4198,724,912,8001,6889,5124,4423,4968,5341,4674,5910,1425,1763,1630,2381,2842,2285,395,994,97591,5831,5803,5457,3128,3972,4538,2702,5161,7250,6392,4912,6403,5750,5280,6078,1755,2984,1622,3061,3482,3151,1674,1205
518,0500000US37151,"Randolph County, North Carolina",143667,71524,4331,4749,4561,2876,1967,466,714,2834,4551,4574,4719,3123,4769,4998,5216,1729,2819,1258,2073,4624,2331,1287,955,72143,3607,4420,4832,2427,1421,1914,527,1937,4536,4003,3969,4566,4604,4806,6315,1474,2512,1867,2024,3986,2521,2052,1823
519,0500000US37155,"Robeson County, North Carolina",130625,63160,4552,4892,4281,2718,2360,1137,844,2374,4572,3726,3520,3911,3876,3637,3487,1938,2544,739,2320,2742,1398,1086,506,67465,3944,3857,5230,2567,2430,1272,1023,1929,4388,3907,4985,3077,4344,3994,4311,2132,2373,1950,1782,3244,2022,1706,998
520,0500000US37157,"Rockingham County, North Carolina",91010,44129,3619,2260,2254,1750,1065,171,511,1643,2748,2189,1893,3206,3441,2620,3094,1214,2250,1164,1259,2840,1095,1228,615,46881,1851,2106,2751,1763,489,188,555,1998,2423,2136,3058,2427,4302,2965,3381,2194,1756,1276,1818,2689,1811,1410,1534
521,0500000US37159,"Rowan County, North Carolina",142088,69562,3986,4082,4962,2647,2241,666,1014,2878,3719,4470,4628,4027,4644,4917,4630,1886,2937,1317,2253,3501,2102,1143,912,72526,4079,4661,4121,2664,1697,701,700,2751,4804,4297,4105,4144,4616,4976,6316,1422,2521,1174,2723,3894,2927,1881,1352
522,0500000US37161,"Rutherford County, North Carolina",67029,31916,2043,2666,1297,723,962,459,130,1328,1930,1459,1414,1724,1839,2701,1798,1434,1157,1188,667,2006,1545,496,950,35113,1651,1701,1851,1562,711,521,277,822,2248,1851,1983,1597,2281,2398,3026,623,1408,1397,1802,1417,1528,1359,1099
523,0500000US37171,"Surry County, North Carolina",71783,35299,1678,2024,2378,1636,1128,562,506,884,2253,1989,1811,1758,2443,2438,1957,1094,1847,1129,1583,1521,1502,401,777,36484,1832,2047,2011,1221,841,50,145,1635,2379,1515,2259,1831,2533,2561,3215,1126,894,1180,1467,2067,1793,948,934
524,0500000US37179,"Union County, North Carolina",239859,117578,6556,7489,11211,6620,3655,1932,2816,2892,5475,5731,7105,9715,8980,9121,8451,3098,3594,1532,2719,3938,2529,1496,923,122281,7135,8229,9994,6097,4356,1656,1116,4010,5749,5892,8176,8883,10090,8939,8046,2077,4320,2292,3007,4990,3139,2242,1846
525,0500000US37183,"Wake County, North Carolina",1111761,540557,34115,35652,39916,23129,15524,8159,7877,19394,40188,40287,40085,39713,40394,36721,33018,14487,13859,8479,13453,14911,10291,6073,4832,571204,32938,35101,39076,22779,15921,5517,5784,23064,41302,42127,41438,43842,41693,38287,37650,12365,16695,10474,14518,20503,13220,8042,8868
526,0500000US37191,"Wayne County, North Carolina",123131,59187,3991,3273,4957,1858,2442,1103,1298,2874,3296,3416,2722,3812,3770,3758,3914,1566,2331,1326,1771,2491,1749,770,699,63944,3971,3903,4337,2728,2066,1422,942,1475,3888,4539,3185,3409,3828,3833,4176,1151,3098,895,2214,3549,2333,1822,1180
527,0500000US37193,"Wilkes County, North Carolina",68412,33920,1484,1474,2581,1428,859,1233,545,1032,842,2238,1148,2680,2509,2334,2292,1051,1529,885,1045,1916,1446,581,788,34492,1396,2016,1509,1157,1028,110,885,328,1964,1577,1439,3048,2187,2068,2405,739,1848,989,1388,2397,1843,982,1189
528,0500000US37195,"Wilson County, North Carolina",81801,37926,2333,2102,3180,1458,1055,727,134,1226,2818,742,2733,2578,2671,2587,3037,766,1340,1651,619,1914,1391,411,453,43875,2476,1346,4610,1170,1125,558,360,2060,2466,2076,3633,2358,2612,2565,2985,937,1910,1759,1027,2381,1174,1147,1140
529,0500000US38015,"Burleigh County, North Dakota",95626,47512,2709,2802,3834,1708,1572,502,1071,2077,3270,3285,4085,2164,2633,2472,3093,973,1930,1316,1387,1765,1604,778,482,48114,3161,2414,3530,1597,1142,606,867,1834,3144,2997,3818,2497,2658,2405,2719,2078,1823,1235,1145,2186,1531,1242,1485
530,0500000US38017,"Cass County, North Dakota",181923,92470,6285,5644,6441,2395,2617,1805,1013,6717,9741,7506,7526,5829,4752,4862,4439,2592,2290,1657,2217,2337,1999,867,939,89453,5568,4586,5976,3368,2816,1868,1658,5638,8003,7319,6421,5019,4364,4491,5142,2162,2346,1888,2281,2936,1771,901,2931
531,0500000US38035,"Grand Forks County, North Dakota",69451,35895,2086,2406,1955,885,2001,1254,1122,3143,3617,2669,1954,1737,1376,1452,1842,1241,939,697,1164,825,908,145,477,33556,2089,2475,1380,1161,1467,1094,1246,2206,3097,2256,1810,1538,1486,1342,2236,442,1063,664,1493,703,944,644,720
532,0500000US38101,"Ward County, North Dakota",67641,35013,2421,2237,2408,997,668,920,762,2158,4299,2818,2925,1818,1694,1527,1455,1091,867,507,520,1290,1025,230,376,32628,1997,2444,2031,1194,969,643,634,2094,2501,2366,1821,1882,1520,1718,2484,803,833,818,736,820,942,682,696
533,0500000US39003,"Allen County, Ohio",102351,52007,3211,2968,4313,2043,2095,1089,1008,1446,3785,2863,3368,2964,2899,3009,3299,1325,2186,1088,1683,2218,1684,790,673,50344,2498,2983,3404,2207,1532,455,741,1307,3060,2933,3673,2725,2705,2970,3831,1206,1886,1237,1632,2521,2098,1581,1159
534,0500000US39007,"Ashtabula County, Ohio",97241,49564,2984,2933,3584,1824,1117,861,1061,1079,2862,3293,2738,2887,3226,3016,3812,1000,2268,1133,2497,1968,1844,697,880,47677,2340,3148,2523,1913,913,626,636,1363,3067,2469,2278,2868,2795,3343,3161,1661,2358,1689,1576,2420,2439,947,1144
535,0500000US39009,"Athens County, Ohio",65327,32181,1283,1495,1118,1135,3040,1331,2030,2365,2164,2173,1884,1548,1548,1622,1716,634,1242,919,781,874,709,301,269,33146,1623,840,1502,1081,5204,1483,530,1970,2029,1873,1621,1556,1578,1681,1688,786,1145,896,624,1278,1115,290,753
536,0500000US39013,"Belmont County, Ohio",67006,34305,1514,1370,2426,1228,671,315,400,1132,2263,2287,2052,2964,2048,2205,2318,1011,1806,1054,1567,1400,1189,488,597,32701,1502,1742,1675,1112,1097,158,495,848,1778,1651,2347,1232,2090,2077,2620,668,1836,909,1180,2107,897,1556,1124
537,0500000US39017,"Butler County, Ohio",383134,187417,11269,12788,13401,8136,7789,3694,4557,8120,10797,11105,12363,10105,12304,11484,11765,3223,8913,4183,4571,7317,4391,2602,2540,195717,11434,10549,14140,7427,7886,4100,4397,7583,11255,10832,11825,12569,11640,11672,12703,5590,8580,4978,6199,7038,5347,4188,3785
538,0500000US39023,"Clark County, Ohio",134083,64870,4168,3950,4446,2752,2194,1236,388,2491,3843,3655,3320,3527,3922,4432,4516,1560,3011,1400,2130,3293,2383,1192,1061,69213,3454,3696,4344,2900,2215,830,666,2471,3801,3731,4548,3284,4128,5059,4590,1866,3012,1882,2503,3875,3024,1423,1911
539,0500000US39025,"Clermont County, Ohio",206428,100992,5738,6299,7247,4219,2351,912,1467,3517,6792,6286,6090,6063,6569,6717,7995,3285,4015,2644,2552,4658,2898,1612,1066,105436,5795,5474,7960,4154,2020,994,1024,3508,6628,6106,7191,5817,6902,7536,6911,3096,5277,2767,2945,5395,3182,2450,2304
540,0500000US39029,"Columbiana County, Ohio",101883,51548,2791,2805,3209,1810,1322,237,1178,1291,3043,2850,3225,2795,3340,3507,4100,1664,2372,1758,1929,2426,2274,945,677,50335,2504,3464,2247,1757,998,509,596,1293,2775,2673,2137,3076,2953,3133,4563,1702,2214,1466,1731,3148,2273,1841,1282
541,0500000US39035,"Cuyahoga County, Ohio",1235072,589073,35743,31791,39891,22255,14573,7185,6817,24577,45719,41024,35241,33900,34259,36204,40776,17490,24397,14357,19467,25056,15858,10659,11834,645999,34145,32477,36364,21490,14249,8078,7754,23004,47539,42884,37614,37038,37540,40337,45340,19963,27354,16219,23074,31137,23127,18306,20966
542,0500000US39041,"Delaware County, Ohio",209177,104139,6187,8781,7873,5360,3063,1258,1684,2424,3731,5431,7680,8586,8875,7348,7140,2304,3116,1808,2900,3776,3051,968,795,105038,5848,7552,8175,4379,3047,919,1248,2743,4775,6125,8711,7379,7960,7143,6413,2272,4283,2855,2821,4226,2848,1042,2274
543,0500000US39043,"Erie County, Ohio",74266,36155,2431,1878,2104,1447,547,643,387,1081,2508,2411,1247,2169,1984,2491,2825,944,1514,1094,1282,2114,1926,496,632,38111,1820,1772,2396,1234,639,484,157,1438,2304,1997,2419,1529,2089,2503,3419,1199,2218,1320,1613,1826,1920,996,819
544,0500000US39045,"Fairfield County, Ohio",157574,78155,4835,6046,5044,3669,1629,595,1371,3040,4303,4482,6402,4651,5715,5218,5178,1880,3013,1961,2159,2590,1607,1915,852,79419,4484,4230,6359,2983,1330,1057,739,2769,4281,4189,6525,4773,5160,5549,5240,2840,2652,1576,3136,3546,2316,2292,1393
545,0500000US39049,"Franklin County, Ohio",1316756,642797,46889,42956,42230,23145,19169,9959,9882,24313,61050,58450,47035,41167,39125,36863,37554,15492,18496,12397,13493,18472,10852,6250,7558,673959,45295,40248,42097,22545,19379,11527,9572,23447,62389,58276,48683,41291,39628,37582,41015,15760,21521,13084,19826,22718,14929,11794,11353
546,0500000US39055,"Geauga County, Ohio",93649,47156,2434,3046,3444,2418,1180,1031,826,1341,2467,2007,2748,2073,2747,3372,4185,840,1991,1140,1556,2733,1885,780,912,46493,2298,2878,3001,2019,1050,468,637,1350,1970,1852,2077,2755,2904,3384,3372,1299,2688,481,2018,3137,1963,1706,1186
547,0500000US39057,"Greene County, Ohio",168937,82944,5513,4984,4472,3161,3121,1233,1437,3785,6513,5904,5366,4240,4194,4666,5625,2140,2951,2095,3117,3497,1783,2092,1055,85993,4353,5600,4063,2761,4003,1409,1315,3521,5622,5905,5160,4239,4872,5329,5143,2239,4143,1452,3583,4138,2812,2440,1891
548,0500000US39061,"Hamilton County, Ohio",817473,395076,27061,26678,25908,15299,12229,6389,4909,15515,31974,29644,25217,22945,21878,22973,25965,9267,15930,8681,11753,13587,10367,5483,5424,422397,25939,24688,26436,15024,11843,5719,4274,16082,32259,30873,29745,20780,23584,25142,27103,12294,16859,10362,13736,16887,12355,8350,12063
549,0500000US39063,"Hancock County, Ohio",75783,37880,2403,2242,2595,1547,931,251,492,1529,2946,2676,1856,2493,2444,2403,2705,674,1896,610,1232,1556,1313,695,391,37903,1788,2645,2107,1261,1138,610,408,1373,2485,2483,2200,2174,2229,2207,2490,1222,1450,847,1329,1777,2021,334,1325
550,0500000US39081,"Jefferson County, Ohio",65325,31747,1707,1405,2104,1177,824,832,218,937,2009,1735,1573,1689,2155,2137,2509,620,1742,853,1619,1550,1168,811,373,33578,1580,1847,1644,959,1004,653,405,1304,1839,1772,1483,1744,1968,2195,2340,1384,1290,1132,1472,1950,1936,1063,614
551,0500000US39085,"Lake County, Ohio",230149,111475,5629,7585,5050,4423,2904,1429,780,4177,6831,7155,7517,5609,6849,7447,7658,4553,4940,2832,4345,5953,4004,1959,1846,118674,5333,6016,7542,3856,2517,1508,724,4114,7218,6743,6524,6750,7298,7600,8526,4598,5274,3108,4864,6687,4961,3179,3734
552,0500000US39089,"Licking County, Ohio",176862,86100,5516,4314,7334,3604,2395,1739,931,2485,4894,4521,5386,5731,6320,6232,5138,3181,3381,2206,2447,3388,2028,1477,1452,90762,4823,5442,5635,3676,2690,1315,1835,3309,4624,5150,5210,5918,5805,5817,5879,3006,4417,1760,3472,3984,3086,1659,2250
553,0500000US39093,"Lorain County, Ohio",309833,152771,8781,8826,11017,6292,5054,1825,1211,4635,10138,8050,8988,9234,10535,10750,11811,4235,5514,3850,4616,7399,4546,3231,2233,157062,8251,9964,8757,5888,3891,1361,1904,6015,7976,8141,9820,10154,9479,10132,10058,4739,7186,5369,5233,8656,5617,4166,4305
554,0500000US39095,"Lucas County, Ohio",428348,206849,13787,13351,14459,8370,5425,2803,2583,7869,16159,14783,13599,9967,12866,11920,12154,5990,9654,5153,6243,8254,5815,2876,2769,221499,13312,13625,13412,7676,4966,2366,2922,7920,16576,15222,13821,11370,13976,13087,13298,7906,9769,4747,7596,10211,6255,4673,6793
555,0500000US39099,"Mahoning County, Ohio",228683,112961,6839,5878,7185,4502,3545,1457,1820,4413,7051,6453,5772,6854,6487,7346,7064,4040,4981,3304,4246,5307,3816,2717,1884,115722,5124,6833,5331,3857,2818,1197,1385,4514,6688,5826,7606,5387,6478,7155,8482,3470,6088,4099,4680,5712,4583,3260,5149
556,0500000US39101,"Marion County, Ohio",65093,34341,1792,1896,1929,1333,652,503,282,1252,2483,2330,2282,2633,2397,2395,2878,589,1422,1084,884,1201,1142,556,426,30752,1968,1615,1844,1343,458,289,401,945,1865,1654,1430,1692,1972,2354,1719,1172,1614,980,1101,1537,1387,888,524
557,0500000US39103,"Medina County, Ohio",179746,88895,5276,5896,5591,3900,2126,933,741,2880,4567,5258,5282,6279,5839,6544,6471,2634,3668,1839,2076,5427,2915,1733,1020,90851,4618,4702,6078,3654,1839,814,1319,2215,4915,4991,5380,5682,6272,6739,8119,2435,2902,1668,3476,5135,3537,1642,2719
558,0500000US39109,"Miami County, Ohio",106987,52995,3507,2859,4009,2538,1118,742,761,1613,2974,3172,3246,3519,3250,3435,3460,1645,1946,1645,1938,2205,1354,907,1152,53992,3036,2708,3842,2103,1120,730,1094,1097,2799,3136,3487,3195,3237,3394,3458,1725,2264,2114,2077,2451,1814,1694,1417
559,0500000US39113,"Montgomery County, Ohio",531687,256321,16781,16095,16850,9870,7114,4879,3489,9330,18806,17757,14662,14752,15128,15339,17655,6403,9931,5680,8792,10112,7372,6011,3513,275366,15698,15531,15885,9628,6930,3510,5079,9202,18855,17802,16806,14738,15511,16812,17913,8202,11122,6857,9605,13862,10091,7885,7842
